Date,orcl,ibm,avgo,gild,mmm,lmt,acn,blk,bmy,low,pypl,hd,bk,meta,tsla,tmus,abbv,crm,wmt,t
2024-09-04,140.43421936035156,204.11000061035156,153.61474609375,78.39730834960938,132.14999389648438,574.780029296875,342.5954895019531,881.2748413085938,49.40693664550781,245.4499969482422,72.61000061035156,364.6700134277344,67.73999786376953,512.2512817382812,219.41000366210938,198.8000030517578,197.00999450683594,247.29176330566406,77.23999786376953,20.309240341186523
2024-09-05,142.29005432128906,202.58999633789062,152.31903076171875,78.04064178466797,131.39999389648438,568.5900268554688,339.54791259765625,871.4827880859375,49.24870681762695,244.11000061035156,72.02999877929688,361.8500061035156,68.0,516.3673706054688,230.1699981689453,197.17999267578125,192.86000061035156,245.7342071533203,76.95999908447266,20.388225555419922
2024-09-06,141.49183654785156,200.74000549316406,136.55087280273438,77.9911117553711,128.60000610351562,566.6300048828125,338.4623107910156,861.8199462890625,48.160884857177734,243.80999755859375,68.88999938964844,360.04998779296875,66.41000366210938,499.7931823730469,210.72999572753906,193.0,193.39999389648438,243.58758544921875,76.63999938964844,20.70416831970215
2024-09-09,139.57615661621094,203.52999877929688,140.35836791992188,78.43694305419922,128.4600067138672,576.5700073242188,340.4243469238281,877.9400024414062,47.96310043334961,244.72999572753906,69.3499984741211,365.5199890136719,67.72000122070312,504.30889892578125,216.27000427246094,195.3000030517578,196.4199981689453,245.37477111816406,77.33999633789062,21.22745132446289
2024-09-10,155.54025268554688,205.32000732421875,147.72413635253906,80.68592834472656,130.08999633789062,572.1900024414062,346.29046630859375,883.8300170898438,48.73446273803711,247.3800048828125,68.8499984741211,370.8699951171875,67.51000213623047,504.30889892578125,226.1699981689453,196.5,199.35000610351562,245.77415466308594,78.80999755859375,21.43478775024414
2024-09-11,156.82736206054688,209.88999938964844,157.75115966796875,80.19055938720703,130.22999572753906,566.9600219726562,348.889892578125,877.1199951171875,48.052101135253906,247.3800048828125,69.3499984741211,370.489990234375,68.0999984741211,511.3421630859375,228.1300048828125,198.5399932861328,194.58999633789062,249.17881774902344,78.83999633789062,21.178085327148438
2024-09-12,161.0179443359375,211.61000061035156,164.02052307128906,82.38999938964844,132.02999877929688,568.27001953125,348.4715881347656,885.1199951171875,47.70597839355469,252.0500030517578,70.36000061035156,374.42999267578125,69.0199966430664,525.0990600585938,229.80999755859375,202.41000366210938,194.02000427246094,252.97283935546875,79.66000366210938,21.316308975219727
2024-09-13,161.66648864746094,214.7899932861328,167.14027404785156,82.80999755859375,133.17999267578125,569.9099731445312,348.162841796875,885.72998046875,48.586124420166016,255.41000366210938,70.0999984741211,379.989990234375,68.69999694824219,524.1199951171875,230.2899932861328,202.8300018310547,194.2100067138672,254.1709747314453,80.5999984741211,21.36567497253418
2024-09-16,169.94786071777344,217.16000366210938,163.4822998046875,83.16000366210938,134.61000061035156,572.9199829101562,352.6844177246094,895.1799926757812,49.436607360839844,256.6400146484375,71.06999969482422,382.010009765625,70.52999877929688,533.280029296875,226.77999877929688,205.85000610351562,195.72999572753906,256.5072937011719,80.55999755859375,21.987689971923828
2024-09-17,167.0942840576172,214.1300048828125,161.9373779296875,83.05000305175781,133.57000732421875,567.010009765625,335.6736755371094,904.52001953125,48.942142486572266,256.7200012207031,71.7699966430664,383.239990234375,70.80999755859375,536.3200073242188,227.8699951171875,202.6999969482422,193.4499969482422,254.7899932861328,78.5999984741211,21.503902435302734
